역번호,역명,기준일자,이용요일,구분명,총인원수,01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,24시-01시
96,다대포항,2025-01-16,목,하차,3909,0,0,0,0,23,91,141,237,137,193,269,262,238,299,367,324,400,351,198,105,111,87,53,23
96,다대포항,2025-01-17,금,승차,3746,0,0,0,9,66,105,253,303,207,269,267,289,240,262,287,270,303,258,105,90,87,57,19,0
96,다대포항,2025-01-17,금,하차,4115,0,0,0,0,18,100,130,258,159,231,246,264,234,318,374,330,415,409,193,116,126,85,83,26
96,다대포항,2025-01-18,토,승차,3146,0,0,0,12,52,69,91,158,207,244,259,279,300,243,245,218,221,180,120,105,78,52,12,1
96,다대포항,2025-01-18,토,하차,3403,0,0,0,0,18,92,89,121,163,199,279,266,212,231,269,287,312,262,168,110,136,104,60,25
96,다대포항,2025-01-19,일,승차,2114,0,0,0,5,32,41,60,75,128,169,169,203,176,214,224,187,127,113,65,63,27,27,8,1
96,다대포항,2025-01-19,일,하차,2320,0,0,0,0,13,72,42,51,104,111,165,182,181,198,226,224,202,166,108,99,62,61,33,20
96,다대포항,2025-01-20,월,승차,3774,0,0,0,3,62,118,276,319,238,288,298,277,248,277,252,266,303,247,108,77,50,57,9,1
96,다대포항,2025-01-20,월,하차,4134,0,0,0,0,20,78,125,287,187,233,236,275,264,325,394,364,383,372,190,126,119,86,54,16
96,다대포항,2025-01-21,화,승차,3587,0,0,0,6,57,111,273,322,237,255,253,261,231,236,277,242,291,248,78,74,58,63,14,0
96,다대포항,2025-01-21,화,하차,3964,0,0,0,0,21,113,155,274,158,202,230,232,251,334,348,303,366,387,200,119,116,71,57,27
96,다대포항,2025-01-22,수,승차,3840,0,0,0,5,64,128,274,326,254,299,272,272,243,271,281,285,318,247,85,86,81,39,9,1
96,다대포항,2025-01-22,수,하차,4231,0,0,0,0,23,108,143,273,147,243,273,272,270,327,412,351,365,422,191,113,124,96,55,23
96,다대포항,2025-01-23,목,승차,3684,0,0,0,10,65,119,261,318,227,256,241,270,297,217,270,270,306,233,100,83,68,57,12,4
96,다대포항,2025-01-23,목,하차,4064,3,0,0,1,25,123,137,266,144,231,226,236,266,295,411,320,377,385,191,126,135,85,56,25
96,다대포항,2025-01-24,금,승차,4156,0,0,0,7,79,115,286,304,260,266,290,302,291,277,346,304,338,277,141,112,93,54,11,3
96,다대포항,2025-01-24,금,하차,4443,0,0,0,0,26,83,157,277,204,246,258,274,291,338,405,376,423,389,219,151,153,82,57,34
96,다대포항,2025-01-25,토,승차,3321,0,0,0,6,49,64,96,165,249,251,294,328,329,241,252,201,262,181,123,99,73,47,11,0
96,다대포항,2025-01-25,토,하차,3558,0,0,0,0,16,79,90,148,183,259,248,267,277,261,290,332,299,230,169,139,98,98,46,29
96,다대포항,2025-01-26,일,승차,2277,0,0,0,3,34,36,60,101,135,171,163,197,186,209,222,201,180,124,58,78,62,43,13,1
96,다대포항,2025-01-26,일,하차,2415,0,0,0,1,13,43,41,74,101,148,140,153,204,170,238,253,210,154,114,106,89,69,69,25
96,다대포항,2025-01-27,월,승차,2705,0,0,0,7,29,46,88,126,155,192,227,243,218,227,246,223,205,179,118,75,57,35,8,1
96,다대포항,2025-01-27,월,하차,2955,0,0,0,1,17,58,49,109,125,152,196,225,215,237,288,277,288,209,116,103,73,104,76,37
96,다대포항,2025-01-28,화,승차,1820,0,0,0,1,19,23,57,71,107,122,171,152,150,159,140,150,144,119,94,69,36,26,9,1
96,다대포항,2025-01-28,화,하차,2005,0,0,0,0,18,38,37,56,85,110,152,121,148,171,186,164,191,132,109,87,74,52,48,26
96,다대포항,2025-01-29,수,승차,1576,0,0,0,1,28,26,45,53,73,92,128,112,139,121,146,145,137,85,91,72,50,26,6,0
96,다대포항,2025-01-29,수,하차,1660,0,0,0,0,16,33,42,53,80,71,80,91,107,114,150,184,179,120,90,80,65,43,50,12
96,다대포항,2025-01-30,목,승차,1980,0,0,0,6,20,31,56,67,95,103,149,163,193,190,212,171,163,104,87,77,53,31,8,1
96,다대포항,2025-01-30,목,하차,2035,0,0,0,0,16,33,39,35,68,72,141,125,120,173,202,207,175,173,115,96,103,75,48,19
96,다대포항,2025-01-31,금,승차,3624,0,0,0,4,39,82,198,269,224,265,295,258,268,248,363,314,247,229,111,80,62,55,11,2
96,다대포항,2025-01-31,금,하차,3935,0,0,0,0,21,84,86,222,165,226,241,237,312,313,376,342,341,321,199,133,122,84,80,30
97,낫개,2025-01-01,수,승차,3022,0,0,0,17,82,263,170,195,182,222,242,233,237,240,194,176,167,124,96,66,64,43,8,1
97,낫개,2025-01-01,수,하차,3144,0,0,0,1,15,101,141,240,143,99,152,156,157,215,254,277,295,229,188,157,127,116,58,23
97,낫개,2025-01-02,목,승차,4917,0,0,0,17,113,227,488,543,394,388,351,322,368,312,280,292,243,226,107,87,70,64,23,2
97,낫개,2025-01-02,목,하차,5073,0,0,0,3,18,72,110,242,149,215,227,278,307,284,442,452,565,649,355,214,197,179,82,33
97,낫개,2025-01-03,금,승차,4972,3,0,0,13,105,199,488,564,394,345,332,287,300,306,338,279,359,248,142,100,78,69,22,1
97,낫개,2025-01-03,금,하차,5145,0,3,0,1,12,68,113,273,160,184,246,275,321,309,407,431,511,611,386,255,220,180,123,56
97,낫개,2025-01-04,토,승차,4236,0,0,0,8,100,106,167,285,356,406,410,387,353,318,263,299,258,166,128,79,66,60,20,1
97,낫개,2025-01-04,토,하차,4147,0,0,0,0,11,55,71,120,138,171,232,294,280,279,344,407,394,309,270,220,200,154,147,51
97,낫개,2025-01-05,일,승차,2862,0,0,0,7,59,63,105,174,247,255,246,313,247,216,210,189,161,99,83,78,57,35,17,1
97,낫개,2025-01-05,일,하차,2948,0,0,0,1,14,53,36,81,76,106,127,189,202,247,292,312,297,268,178,144,130,104,66,25
97,낫개,2025-01-06,월,승차,5036,0,0,0,19,116,233,514,580,473,403,329,338,341,310,271,292,299,193,104,84,68,53,15,1
97,낫개,2025-01-06,월,하차,5257,0,0,0,1,18,59,122,262,148,206,252,266,341,385,420,456,534,712,377,203,206,153,102,34
97,낫개,2025-01-07,화,승차,5070,0,0,0,12,115,219,522,623,446,374,382,318,372,336,254,272,316,208,98,66,71,48,15,3
97,낫개,2025-01-07,화,하차,5189,0,0,0,0,18,54,109,253,137,209,274,298,325,346,449,470,531,619,386,233,196,147,98,37
97,낫개,2025-01-08,수,승차,5006,0,0,0,21,103,216,541,550,401,363,398,331,332,342,297,304,274,215,109,79,61,50,18,1
97,낫개,2025-01-08,수,하차,5311,0,0,0,1,16,60,119,289,177,205,218,333,334,376,431,478,558,598,375,227,211,157,106,42
97,낫개,2025-01-09,목,승차,4559,0,0,0,10,113,206,511,517,381,328,266,262,301,266,285,274,302,206,97,81,71,53,27,2
97,낫개,2025-01-09,목,하차,4731,0,0,0,1,12,67,109,253,112,141,234,243,259,313,379,422,534,620,352,235,178,140,98,29
97,낫개,2025-01-10,금,승차,4500,0,0,0,16,99,185,484,509,357,294,314,265,264,261,251,256,326,265,123,90,59,56,25,1
97,낫개,2025-01-10,금,하차,4715,0,0,0,1,16,62,106,233,161,146,164,253,270,246,397,369,486,602,359,252,220,189,124,59
97,낫개,2025-01-11,토,승차,3943,0,0,0,8,89,99,196,296,315,366,375,354,307,277,247,240,278,158,99,87,70,64,16,2
97,낫개,2025-01-11,토,하차,3892,0,0,0,1,9,47,67,102,120,163,198,241,261,286,332,409,358,315,260,202,202,161,118,40
97,낫개,2025-01-12,일,승차,2955,0,0,0,12,58,61,106,173,259,272,256,300,264,240,209,185,184,120,77,66,48,49,15,1
97,낫개,2025-01-12,일,하차,3028,0,0,0,1,8,47,40,63,85,89,123,207,201,281,257,321,296,264,200,185,148,113,63,36
97,낫개,2025-01-13,월,승차,5164,0,0,0,19,110,206,510,573,456,439,414,340,327,332,319,279,317,206,109,89,58,37,23,1
97,낫개,2025-01-13,월,하차,5362,0,0,0,1,12,50,110,280,213,216,254,331,319,322,480,466,534,695,372,214,197,157,103,36
97,낫개,2025-01-14,화,승차,5282,0,4,0,15,108,199,530,587,472,460,438,336,345,340,315,276,289,228,124,88,70,36,19,3
97,낫개,2025-01-14,화,하차,5521,4,0,1,1,17,55,103,307,213,212,250,333,356,369,436,477,556,639,396,246,195,206,109,40
97,낫개,2025-01-15,수,승차,5021,0,0,0,17,107,194,530,563,376,469,424,285,347,271,301,241,274,253,126,103,75,41,22,2
97,낫개,2025-01-15,수,하차,5234,0,0,0,1,13,53,109,289,194,190,226,295,325,362,423,488,465,660,349,235,231,185,112,29
97,낫개,2025-01-16,목,승차,5067,0,0,0,11,115,224,477,590,448,394,336,312,365,346,273,262,326,238,113,90,68,47,29,3
112,중앙,2025-01-16,목,승차,11012,0,0,0,1,50,100,229,380,296,334,416,412,493,555,641,851,1694,2946,552,469,319,186,85,3
112,중앙,2025-01-16,목,하차,11297,0,0,0,0,101,177,831,4178,1015,606,540,474,585,464,374,369,481,454,224,157,105,95,55,12
112,중앙,2025-01-17,금,승차,11354,0,0,0,2,51,115,221,377,299,335,453,483,616,585,683,904,1727,2934,650,393,244,186,92,4
112,중앙,2025-01-17,금,하차,11414,0,0,0,0,108,171,790,4205,952,609,543,559,583,426,403,416,445,526,238,133,109,100,81,17
112,중앙,2025-01-18,토,승차,5111,0,3,0,1,50,80,109,209,228,268,363,379,438,440,444,438,487,374,238,238,154,118,50,2
112,중앙,2025-01-18,토,하차,4952,0,3,0,0,50,91,123,386,252,371,405,421,476,351,402,373,404,265,157,152,101,79,64,26
112,중앙,2025-01-19,일,승차,3155,0,0,0,1,21,69,66,139,186,170,231,228,231,257,314,281,305,240,116,119,72,62,45,2
112,중앙,2025-01-19,일,하차,3015,0,0,0,0,25,56,80,150,146,249,174,240,301,298,244,226,179,180,111,119,99,81,48,9
112,중앙,2025-01-20,월,승차,11341,0,0,0,2,52,113,210,401,340,352,435,468,546,593,603,791,1679,3067,693,435,337,158,65,1
112,중앙,2025-01-20,월,하차,11100,0,0,0,0,95,160,828,4362,916,546,582,505,592,395,335,372,388,406,191,137,117,104,54,15
112,중앙,2025-01-21,화,승차,11353,0,0,0,2,49,112,240,381,302,360,446,437,552,562,665,761,1671,3098,675,428,335,196,79,2
112,중앙,2025-01-21,화,하차,11407,0,0,0,0,107,174,871,4279,1052,587,557,505,586,433,384,382,399,489,198,131,119,88,58,8
112,중앙,2025-01-22,수,승차,11177,0,0,0,1,42,108,210,350,328,352,442,429,466,565,690,763,1765,3000,689,422,308,172,72,3
112,중앙,2025-01-22,수,하차,11318,0,0,0,0,106,162,838,4409,982,571,557,490,548,434,356,370,399,465,211,138,105,93,68,16
112,중앙,2025-01-23,목,승차,11218,0,0,0,3,47,110,221,369,326,340,438,461,532,525,646,760,1644,2951,697,462,397,205,80,4
112,중앙,2025-01-23,목,하차,11332,0,0,0,0,103,179,840,4229,1081,536,501,519,607,448,366,378,458,474,193,133,134,75,65,13
112,중앙,2025-01-24,금,승차,11248,0,2,0,1,45,107,233,358,299,344,517,459,575,669,860,1114,1795,2383,589,379,270,157,90,2
112,중앙,2025-01-24,금,하차,11555,1,2,0,0,99,164,815,4298,973,574,556,585,583,449,403,441,477,418,238,170,132,88,75,14
112,중앙,2025-01-25,토,승차,4893,0,0,0,1,43,79,93,205,257,243,312,368,402,412,431,410,439,435,225,216,160,111,49,2
112,중앙,2025-01-25,토,하차,4620,0,0,0,0,40,79,120,278,239,347,381,401,419,360,341,379,351,241,217,115,136,101,64,11
112,중앙,2025-01-26,일,승차,3541,0,0,0,1,25,61,81,159,188,224,210,258,242,320,343,325,349,279,150,140,85,62,37,2
112,중앙,2025-01-26,일,하차,3340,0,0,0,0,21,56,80,157,148,254,262,244,311,316,299,273,211,175,125,144,116,76,59,13
112,중앙,2025-01-27,월,승차,4372,2,0,0,1,39,62,114,157,222,206,267,321,351,361,398,363,503,342,198,187,160,76,40,2
112,중앙,2025-01-27,월,하차,4346,0,0,0,0,44,48,124,218,243,306,359,393,397,309,364,360,308,271,161,152,128,84,65,12
112,중앙,2025-01-28,화,승차,3077,0,0,0,0,25,55,61,125,127,166,180,212,218,246,331,292,328,248,157,124,90,58,31,3
112,중앙,2025-01-28,화,하차,2973,0,0,0,0,23,41,85,129,137,231,253,263,312,286,249,225,197,151,88,104,77,67,48,7
112,중앙,2025-01-29,수,승차,2536,0,0,0,1,24,50,81,132,104,128,133,130,187,179,188,265,310,216,143,100,76,57,29,3
112,중앙,2025-01-29,수,하차,2386,0,0,0,0,22,44,54,101,97,150,141,168,231,182,190,186,203,182,103,108,79,85,49,11
112,중앙,2025-01-30,목,승차,3112,0,0,0,0,19,38,50,93,119,135,205,179,236,267,337,331,349,247,171,97,120,67,50,2
112,중앙,2025-01-30,목,하차,3283,0,0,0,0,27,50,69,153,141,214,235,323,325,294,242,274,239,197,131,138,80,84,60,7
112,중앙,2025-01-31,금,승차,10482,0,0,0,0,43,84,176,362,284,359,401,419,486,537,695,794,1502,2703,739,358,284,184,69,3
112,중앙,2025-01-31,금,하차,10607,0,0,0,0,90,144,774,3834,826,531,522,515,544,476,412,397,425,433,222,155,121,99,78,9
113,부산역,2025-01-01,수,승차,15612,1,0,0,2,180,145,221,519,591,919,1269,1199,1420,1060,1269,1270,1225,1105,899,797,741,525,240,15
113,부산역,2025-01-01,수,하차,18312,4,0,0,0,153,485,541,783,896,828,1106,1402,1345,1477,1384,1624,1407,1516,1491,875,611,273,103,8
113,부산역,2025-01-02,목,승차,20486,0,0,0,3,122,165,446,1050,938,1150,1375,1259,1684,1260,1418,1597,1983,2737,1029,932,640,492,198,8
113,부산역,2025-01-02,목,하차,21470,0,0,0,1,230,532,1113,3290,1470,1089,1144,1505,1325,1223,1315,1527,1438,1442,1088,707,523,334,162,12
113,부산역,2025-01-03,금,승차,23518,0,0,0,3,138,206,408,847,929,1204,1483,1145,1705,1340,1663,1719,2508,3210,1471,1116,1126,819,462,16
113,부산역,2025-01-03,금,하차,24353,0,0,0,0,183,424,1140,3246,1681,1178,1212,1501,1450,1458,1496,1728,1902,2185,1465,897,637,360,187,23
113,부산역,2025-01-04,토,승차,20852,0,0,0,7,108,120,215,552,893,1823,2050,1696,2109,1280,1812,1705,1662,1339,966,903,763,521,320,8
113,부산역,2025-01-04,토,하차,20912,0,0,0,1,215,398,733,1111,1254,1223,1330,1795,1620,1677,1502,1622,1625,1350,1216,905,737,394,192,12
113,부산역,2025-01-05,일,승차,17152,0,0,0,2,82,85,144,371,627,976,1393,1249,1436,1030,1468,1534,1334,1350,1140,902,915,720,380,14
113,부산역,2025-01-05,일,하차,18099,0,0,0,0,124,301,482,702,939,863,992,1200,1219,1606,1686,1661,1574,1511,1532,784,578,237,100,8
113,부산역,2025-01-06,월,승차,20801,0,0,0,3,123,178,475,1107,989,1234,1441,1355,1750,1220,1658,1594,1980,2631,1094,731,640,400,194,4
113,부산역,2025-01-06,월,하차,21220,0,0,0,1,284,607,1269,3419,1543,1199,1243,1497,1360,1224,1327,1354,1257,1279,919,595,469,249,114,11
113,부산역,2025-01-07,화,승차,20179,0,0,0,2,142,206,403,923,928,1148,1405,1184,1617,1306,1453,1596,1987,2653,1162,762,599,467,226,10
113,부산역,2025-01-07,화,하차,20791,0,0,0,0,202,504,1150,3381,1598,1069,1220,1305,1319,1279,1212,1299,1351,1390,977,666,442,271,139,17
113,부산역,2025-01-08,수,승차,19605,0,0,0,1,124,176,386,905,799,985,1270,1233,1614,1239,1458,1506,2103,2520,1142,812,630,466,229,7
113,부산역,2025-01-08,수,하차,20665,0,0,0,0,167,512,1158,3313,1456,1047,1119,1478,1211,1149,1285,1390,1474,1456,932,636,452,282,132,16
113,부산역,2025-01-09,목,승차,20151,0,0,0,1,124,200,384,946,846,976,1327,1171,1540,1258,1446,1652,2070,2824,1130,901,662,424,264,5
113,부산역,2025-01-09,목,하차,21023,1,0,0,0,186,462,1170,3315,1511,1038,1178,1410,1214,1196,1333,1384,1542,1477,957,718,505,288,126,12
113,부산역,2025-01-10,금,승차,24127,0,0,0,6,108,198,338,869,802,1052,1439,1156,1659,1393,1767,1873,2738,3186,1620,1293,1089,948,582,11
113,부산역,2025-01-10,금,하차,24210,0,0,0,1,164,438,1114,3286,1629,1108,1082,1445,1438,1458,1398,1695,1897,2396,1558,883,638,392,173,17
113,부산역,2025-01-11,토,승차,22802,0,0,0,1,91,133,184,682,1055,1984,2120,1847,2061,1571,1883,1746,1829,1580,1170,949,802,726,366,22
113,부산역,2025-01-11,토,하차,22654,0,0,0,0,166,463,776,1165,1338,1267,1327,1761,1773,1818,1577,2010,1837,1620,1341,1099,638,445,216,17
113,부산역,2025-01-12,일,승차,19103,0,0,0,1,65,109,142,467,671,1349,1510,1412,1501,1180,1528,1605,1512,1559,1130,1002,1068,874,409,9
113,부산역,2025-01-12,일,하차,21108,0,0,0,0,119,306,510,806,1098,969,1152,1409,1426,1950,1836,1894,1962,1841,1862,973,606,249,127,13
113,부산역,2025-01-13,월,승차,22336,0,0,0,4,119,196,386,1230,1053,1271,1566,1350,1954,1431,1728,1828,2051,2716,1226,800,752,457,208,10
113,부산역,2025-01-13,월,하차,22393,0,0,0,0,241,576,1213,3435,1610,1264,1368,1521,1455,1266,1381,1513,1485,1485,946,697,475,310,134,18
113,부산역,2025-01-14,화,승차,21374,0,0,0,2,130,206,436,967,918,1276,1538,1345,1830,1210,1604,1651,1994,2653,1143,959,730,552,226,4
113,부산역,2025-01-14,화,하차,21521,0,0,0,2,188,484,1162,3321,1506,1086,1197,1437,1311,1226,1301,1554,1459,1583,1032,696,526,298,141,11
113,부산역,2025-01-15,수,승차,21545,0,0,0,5,127,199,413,919,913,1153,1506,1379,1735,1408,1491,1748,2158,2769,1244,843,712,553,262,8
113,부산역,2025-01-15,수,하차,22193,0,0,0,1,193,535,1161,3391,1599,1224,1275,1561,1359,1275,1295,1517,1521,1569,1058,683,480,343,140,13
113,부산역,2025-01-16,목,승차,22173,0,0,0,6,119,198,405,997,926,1294,1513,1372,1746,1295,1638,1815,2219,2712,1202,1018,812,604,269,13
113,부산역,2025-01-16,목,하차,23277,0,0,0,2,199,489,1209,3538,1609,1169,1219,1527,1416,1327,1561,1689,1654,1751,1101,781,586,295,146,9
113,부산역,2025-01-17,금,승차,25928,0,0,0,1,128,189,389,926,983,1419,1609,1446,1965,1488,1800,2154,2745,3304,1585,1247,1113,861,562,14
113,부산역,2025-01-17,금,하차,26574,0,0,0,0,233,499,1141,3443,1832,1255,1235,1583,1590,1578,1586,1980,2079,2557,1602,997,715,474,184,11
113,부산역,2025-01-18,토,승차,23709,0,0,0,9,103,147,216,689,1278,2079,2382,1681,2146,1599,1866,2008,1748,1514,1237,993,905,686,409,14
113,부산역,2025-01-18,토,하차,24075,0,1,0,2,229,499,825,1204,1394,1374,1477,1917,1753,1878,1943,2041,1862,1736,1278,1126,845,466,203,22
113,부산역,2025-01-19,일,승차,19947,0,0,0,6,71,115,152,455,782,1369,1748,1329,1765,1195,1640,1803,1561,1356,1213,998,1020,940,417,12
113,부산역,2025-01-19,일,하차,21383,0,0,0,1,117,357,654,866,1114,991,1207,1305,1369,1888,1870,1890,2014,1850,1782,998,708,267,122,13
113,부산역,2025-01-20,월,승차,22300,8,9,0,2,116,195,501,1149,1051,1180,1499,1313,1935,1452,1635,1753,2142,2762,1286,889,629,555,229,10
113,부산역,2025-01-20,월,하차,22615,8,9,1,0,252,573,1273,3510,1527,1318,1255,1522,1486,1322,1381,1463,1410,1527,1076,755,490,296,147,14
113,부산역,2025-01-21,화,승차,21894,0,0,0,4,141,209,464,943,1069,1223,1498,1395,1709,1353,1650,1653,2198,2776,1108,965,733,539,254,10
113,부산역,2025-01-21,화,하차,22234,2,0,0,0,183,464,1158,3400,1599,1173,1226,1529,1522,1361,1314,1498,1469,1599,1022,712,528,311,151,13
113,부산역,2025-01-22,수,승차,21216,0,0,0,2,116,195,453,920,968,1156,1425,1256,1627,1233,1579,1684,2045,2775,1305,934,728,546,255,14
113,부산역,2025-01-22,수,하차,22043,0,0,0,0,184,510,1203,3350,1634,1175,1195,1509,1318,1248,1331,1570,1479,1492,1032,694,581,331,188,19
113,부산역,2025-01-23,목,승차,22582,0,0,0,2,133,196,415,880,1023,1273,1604,1337,1717,1289,1412,1938,2209,2786,1280,1063,939,748,325,13
113,부산역,2025-01-23,목,하차,22323,0,0,0,0,179,476,1187,3264,1551,1214,1193,1501,1395,1300,1393,1572,1595,1630,1071,824,461,360,143,14
113,부산역,2025-01-24,금,승차,26205,0,0,0,4,127,201,408,835,979,1380,1581,1355,1922,1524,2036,2323,2670,3053,1840,1231,1089,1106,517,24
113,부산역,2025-01-24,금,하차,24812,0,0,0,0,169,384,979,3153,1431,1165,1139,1569,1611,1532,1665,1941,2039,2298,1441,899,664,438,266,29
113,부산역,2025-01-25,토,승차,23819,2,0,0,2,122,127,213,844,1252,1863,2196,1652,2015,1542,1868,1927,1818,1611,1298,1054,922,1000,473,18
113,부산역,2025-01-25,토,하차,20852,0,2,0,0,166,382,647,1044,1260,1248,1395,1789,1644,1622,1477,1728,1694,1288,1123,989,667,428,236,23
113,부산역,2025-01-26,일,승차,21309,0,0,0,3,77,90,147,672,1120,1710,1971,1347,1741,1342,1657,1858,1704,1659,1020,968,922,832,460,9
113,부산역,2025-01-26,일,하차,18707,0,0,2,1,96,278,489,795,1073,1159,1127,1457,1353,1475,1514,1636,1533,1330,1131,860,785,395,189,29
113,부산역,2025-01-27,월,승차,21748,0,0,0,3,76,104,178,711,884,1664,1673,1479,1767,1652,1873,1856,1891,1464,1265,852,835,910,593,18
113,부산역,2025-01-27,월,하차,21673,0,0,0,0,108,297,588,1050,1179,1129,1385,1751,1800,1887,1687,1869,1678,1551,1412,970,707,396,212,17
113,부산역,2025-01-28,화,승차,17724,3,1,0,3,77,84,144,428,758,1336,1485,1353,1163,1372,1480,1326,1726,1134,1111,723,690,774,535,18
113,부산역,2025-01-28,화,하차,19597,2,1,0,0,156,372,736,996,1136,1088,1311,1651,1561,1664,1545,1595,1461,1199,1275,786,575,315,162,10
113,부산역,2025-01-29,수,승차,16821,0,0,0,2,66,83,170,411,504,969,1166,1116,1200,1202,1327,1226,1981,1162,1302,714,934,875,403,8
113,부산역,2025-01-29,수,하차,17483,0,0,0,0,187,398,631,865,856,699,992,1246,1349,1364,1218,1571,1363,1223,1331,819,911,298,146,16
113,부산역,2025-01-30,목,승차,20547,0,0,0,2,61,86,142,385,503,1209,1559,1509,1642,1603,1972,1772,2074,1456,1491,1162,956,686,272,5
113,부산역,2025-01-30,목,하차,19376,0,0,0,1,146,375,602,739,984,903,1084,1444,1403,1517,1379,1697,1582,1437,1422,1085,1057,343,163,13
113,부산역,2025-01-31,금,승차,24250,0,0,0,7,101,142,323,851,852,1399,1639,1770,2063,1645,2212,1876,2190,2910,1386,1125,790,655,298,16
113,부산역,2025-01-31,금,하차,27386,0,0,0,4,311,569,1141,3006,1629,1254,1363,1865,1691,1819,1733,2027,2029,2341,1850,1226,779,484,235,30
114,초량,2025-01-01,수,승차,2497,0,0,0,7,62,87,70,114,135,149,171,233,207,186,180,225,189,168,96,82,65,44,25,2
114,초량,2025-01-01,수,하차,2410,0,0,0,3,40,76,58,121,89,111,147,135,167,170,165,206,210,164,180,94,129,83,52,10
114,초량,2025-01-02,목,승차,6930,0,0,0,0,99,153,293,534,302,353,334,362,380,429,383,469,816,1146,353,225,160,97,38,4
114,초량,2025-01-02,목,하차,7060,0,0,0,0,53,130,401,1750,590,340,305,261,361,309,378,362,417,587,297,184,134,111,72,18
114,초량,2025-01-03,금,승차,6757,0,0,0,1,103,149,278,537,272,314,326,336,385,406,372,503,813,1175,302,173,121,134,52,5
114,초량,2025-01-03,금,하차,6801,3,0,0,0,58,125,417,1677,513,275,321,289,354,316,356,307,435,515,267,156,163,130,109,15
114,초량,2025-01-04,토,승차,4059,0,0,0,0,71,111,106,215,233,253,290,332,334,343,333,385,323,231,180,130,82,64,42,1
114,초량,2025-01-04,토,하차,4015,0,0,0,0,48,93,86,213,178,199,252,332,352,262,320,322,357,297,176,174,140,133,69,12
114,초량,2025-01-05,일,승차,2563,0,0,0,1,56,70,71,123,159,197,214,215,259,188,236,174,159,114,125,60,63,51,26,2
114,초량,2025-01-05,일,하차,2546,0,0,0,0,26,66,54,92,126,190,136,147,178,197,225,219,227,193,137,110,106,78,31,8
114,초량,2025-01-06,월,승차,7021,0,0,0,0,115,152,287,571,316,328,395,377,399,453,454,405,815,1114,325,227,155,96,35,2
114,초량,2025-01-06,월,하차,7200,0,0,0,0,61,123,419,1796,596,365,390,352,386,348,330,324,414,537,249,160,178,102,65,5
114,초량,2025-01-07,화,승차,7000,0,0,0,0,104,136,286,569,325,303,344,355,395,424,400,440,832,1210,305,216,206,93,56,1
114,초량,2025-01-07,화,하차,7251,0,0,0,0,61,124,406,1860,662,309,333,358,376,315,376,334,428,530,245,182,164,112,67,9
114,초량,2025-01-08,수,승차,6934,0,0,1,1,98,152,252,562,294,287,377,347,398,439,432,459,766,1195,323,221,167,95,67,1
114,초량,2025-01-08,수,하차,7108,3,0,1,1,63,123,395,1765,632,325,334,308,358,354,354,337,432,525,266,167,180,89,80,16
114,초량,2025-01-09,목,승차,6719,0,0,0,0,113,148,259,522,280,270,336,338,381,397,381,450,820,1176,302,219,164,113,49,1
114,초량,2025-01-09,목,하차,6988,0,0,0,0,48,134,385,1722,664,302,319,298,314,337,345,314,458,548,256,193,167,102,66,16
114,초량,2025-01-10,금,승차,6593,0,0,0,0,91,132,266,500,249,233,285,325,397,379,428,431,847,1186,295,221,162,94,68,4
114,초량,2025-01-10,금,하차,6831,0,0,0,0,37,110,371,1710,583,304,222,277,317,301,346,336,470,557,251,220,181,121,102,15
114,초량,2025-01-11,토,승차,4209,0,0,0,0,63,94,111,206,249,231,332,369,392,339,358,347,374,239,166,124,93,72,46,4
114,초량,2025-01-11,토,하차,4187,0,0,0,0,46,103,86,219,205,243,299,347,385,271,313,343,346,292,157,164,142,103,109,14
114,초량,2025-01-12,일,승차,2921,0,0,0,0,43,77,56,124,176,216,224,248,284,222,228,231,219,183,123,121,65,40,40,1
114,초량,2025-01-12,일,하차,3004,0,0,0,0,25,62,56,131,157,175,166,197,225,228,238,253,272,242,170,147,124,80,49,7
114,초량,2025-01-13,월,승차,7096,3,0,0,0,101,148,283,538,319,292,364,338,429,431,439,457,845,1170,320,272,185,105,56,1
114,초량,2025-01-13,월,하차,7300,0,2,0,0,61,134,377,1823,576,337,320,382,325,324,354,365,467,677,233,188,180,84,81,10
114,초량,2025-01-14,화,승차,7296,0,0,0,0,107,165,290,551,337,315,389,407,416,426,387,446,856,1189,351,242,199,156,66,1
114,초량,2025-01-14,화,하차,7544,0,0,0,0,55,122,425,1794,662,379,341,338,421,325,351,387,499,624,303,169,173,101,66,9
114,초량,2025-01-15,수,승차,7081,1,0,0,0,98,164,277,530,294,274,374,409,381,415,419,423,837,1206,325,228,210,161,53,2
114,초량,2025-01-15,수,하차,7356,1,0,0,0,53,122,394,1787,717,334,304,338,306,304,367,387,484,621,281,190,163,126,68,9
114,초량,2025-01-16,목,승차,7168,0,0,0,0,106,167,271,555,304,300,413,409,380,436,494,419,841,1163,319,211,211,107,61,1
114,초량,2025-01-16,목,하차,7445,0,0,0,0,65,135,396,1816,683,383,325,324,401,293,379,369,457,587,264,188,146,141,80,13
114,초량,2025-01-17,금,승차,7402,0,0,0,1,99,164,271,549,318,304,381,397,429,429,501,493,862,1211,396,203,149,149,93,3
